Date,ID,Did you train today?,Session Type,Duration (min),RPE,Training Load (AU),Daily Training Load Total,Acute Load,Chronic Load,A:C Ratio
10/29/2017,AN,Yes,Game,30,6,180,,,,
10/29/2017,AN,Yes,Game,39,10,390,,,,
10/29/2017,LH,Yes,Skills,70,5,350,665,361.6,554.29,0.65
10/29/2017,LH,Yes,Game,7,7,49,,,,
10/29/2017,LH,Yes,Game,7,8,56,,,,
10/29/2017,LH,Yes,Game,10,9,90,,,,
10/29/2017,LH,Yes,Mobility/Recovery,40,3,120,,,,
10/29/2017,HO,Yes,Skills,70,5,350,584,329.4,524.68,0.63
10/29/2017,HO,Yes,Game,7,7,49,,,,
10/29/2017,HO,Yes,Game,10,9,90,,,,
10/29/2017,HO,Yes,Game,8,10,80,,,,
10/29/2017,HO,Yes,Mobility/Recovery,30,0.5,15,,,,
10/29/2017,MW,Yes,Skills,60,4,240,387,160.4,366.71,0.44
10/29/2017,MW,Yes,Game,7,5,35,,,,
10/29/2017,MW,Yes,Game,14,8,112,,,,
10/29/2017,NR,Yes,Game,32,7,224,760,343.9,527.75,0.65
10/29/2017,NR,Yes,Game,32,7,224,,,,
10/29/2017,NR,Yes,Game,39,8,312,,,,
10/29/2017,AA,Yes,Game,60,4,240,240,105,209.29,0.5
10/29/2017,NA,Yes,Skills,60,5,300,585,265.3,328.82,0.81
10/29/2017,NA,Yes,Game,35,7,245,,,,
10/29/2017,NA,Yes,Mobility/Recovery,20,2,40,,,,
10/29/2017,ID,Yes,Skills,60,5,300,545,255.7,272.14,0.94
10/29/2017,ID,Yes,Game,15,7,105,,,,
10/29/2017,ID,Yes,Game,5,4,20,,,,
10/29/2017,ID,Yes,Game,15,8,120,,,,
10/29/2017,NL,Yes,Game,44,5,220,700,267.6,305.11,0.88
10/29/2017,NL,Yes,Game,30,8,240,,,,
10/29/2017,ES,Yes,Skills,60,5,300,412,260.3,335.07,0.78
10/29/2017,ES,Yes,Game,7,5,35,,,,
10/29/2017,ES,Yes,Game,6,7,42,,,,
10/29/2017,IP,Yes,Game,37,5,185,740,299.3,331.61,0.9
10/29/2017,IP,Yes,Game,45,7,315,,,,
10/29/2017,IP,Yes,Game,30,8,240,,,,
10/29/2017,TN,No,,,,,,107.1,182.68,0.59
10/29/2017,NA,No,,,,,,8.6,237.68,0.04
10/29/2017,RE,No,,,,,,377.1,496.57,0.76
10/29/2017,TS,Yes,Game,30,6,180,510,261.4,230.71,1.13
10/29/2017,TS,Yes,Game,30,6,180,,,,
10/29/2017,TS,Yes,Game,30,5,150,,,,
10/28/2017,TN,No,,,,,,128.6,190.71,0.67
10/28/2017,NA,Yes,Skills,60,4,240,372,190.3,342.5,0.56
10/28/2017,NA,Yes,Game,8,4,32,,,,
10/28/2017,NA,Yes,Game,16,5,80,,,,
10/28/2017,NA,Yes,Game,5,4,20,,,,
10/28/2017,HO,Yes,Skills,90,5,450,612,246,542.93,0.45
10/28/2017,HO,Yes,Mobility/Recovery,60,0,0,,,,
10/28/2017,HO,Yes,Game,7,6,42,,,,
10/28/2017,HO,Yes,Game,10,6,60,,,,
10/28/2017,MW,Yes,Skills,60,4,240,316,107.3,395.39,0.27
10/28/2017,MW,Yes,Game,3,3,9,,,,
10/28/2017,MW,Yes,Game,5,5,25,,,,
10/28/2017,MW,Yes,Game,7,6,42,,,,
10/28/2017,LH,Yes,Skills,80,4,320,506,278,562.5,0.49
10/28/2017,LH,Yes,Game,7,5,35,,,,
10/28/2017,LH,Yes,Game,7,7,49,,,,
10/28/2017,LH,Yes,Game,7,6,42,,,,
10/28/2017,LH,Yes,Mobility/Recovery,30,2,60,,,,
10/28/2017,AN,Yes,Game,37,6,222,631,212.3,485.93,0.44
10/28/2017,AN,Yes,Game,37,7,259,,,,
10/28/2017,AN,Yes,Game,30,5,150,,,,
10/28/2017,NL,Yes,Game,37,5,185,653,167.6,292.96,0.57
10/28/2017,NL,Yes,Game,34,9,306,,,,
10/28/2017,NL,Yes,Game,27,6,162,,,,
10/28/2017,NE,Yes,Game,40,6,240,612,237.4,447.75,0.53
10/28/2017,NE,Yes,Game,32,6,192,,,,
10/28/2017,NE,Yes,Game,30,6,180,,,,
10/28/2017,ES,Yes,Skills,60,5,300,375,201.4,341.79,0.59
10/28/2017,ES,Yes,Game,5,3,15,,,,
10/28/2017,ES,Yes,Game,7,3,21,,,,
10/28/2017,ES,Yes,Mobility/Recovery,35,0.5,18,,,,
10/28/2017,IP,Yes,Game,35,4,140,500,193.6,338.93,0.57
10/28/2017,IP,Yes,Game,40,6,240,,,,
10/28/2017,IP,Yes,Game,30,4,120,,,,
10/28/2017,ID,Yes,Skills,60,4,240,390,177.9,283.75,0.63
10/28/2017,ID,Yes,Game,10,4,40,,,,
10/28/2017,ID,Yes,Game,10,5,50,,,,
10/28/2017,ID,Yes,Game,10,6,60,,,,
10/28/2017,AA,Yes,Game,60,3,180,180,70.7,227.14,0.31
10/28/2017,NR,Yes,Game,35,6,210,672,235.3,532.93,0.44
10/28/2017,NR,Yes,Game,33,7,231,,,,
10/28/2017,NA,No,,,,,,12.9,268.04,0.05
10/28/2017,RE,No,,,,,,497.1,496.57,1
10/28/2017,TS,Yes,Game,30,4,120,450,188.6,233.93,0.81
10/28/2017,TS,Yes,Game,30,7,210,,,,
10/28/2017,TS,Yes,Game,30,4,120,,,,
10/27/2017,NL,Yes,Skills,60,3,180,180,317.1,269.64,1.18
10/27/2017,HO,Yes,Skills,60,5,300,300,390,521.07,0.75
10/27/2017,HO,Yes,Mobility/Recovery,40,0,0,,,,
10/27/2017,NA,Yes,Skills,60,3,180,180,167.1,329.21,0.51
10/27/2017,AA,Yes,Skills,45,2,90,90,187.9,220.71,0.85
10/27/2017,LH,Yes,Skills,60,4,240,300,324.3,549.25,0.59
10/27/2017,LH,Yes,Mobility/Recovery,20,3,60,,,,
10/27/2017,TN,No,,,,,,128.6,196.07,0.66
10/27/2017,MW,Yes,Skills,60,4,240,240,319.3,384.11,0.83
10/27/2017,NE,Yes,Skills,60,4,240,240,368.6,425.89,0.87
10/27/2017,ES,Yes,Skills,45,6,270,270,186.4,336.43,0.55
10/27/2017,ES,Yes,Mobility/Recovery,30,0,0,,,,
10/27/2017,NA,No,,,,,,12.9,268.04,0.05
10/27/2017,IP,Yes,Skills,60,3,180,180,227.9,321.07,0.71
10/27/2017,NR,Yes,Skills,45,4,180,180,400.7,508.93,0.79
10/27/2017,ID,Yes,Skills,60,3,180,180,122.1,269.82,0.45
10/27/2017,RE,Yes,Conditioning,45,10,450,1530,497.1,496.57,1
10/27/2017,RE,Yes,Strength,120,8,960,,,,
10/27/2017,RE,Yes,Mobility/Recovery,60,2,120,,,,
10/27/2017,TS,Yes,Skills,30,1,30,270,330,217.86,1.51
10/27/2017,TS,Yes,Skills,60,4,240,,,,
10/26/2017,MW,No,,,,,,425,375.54,1.13
10/26/2017,LH,No,,,,,,442.1,538.54,0.82
10/26/2017,HO,Yes,Mobility/Recovery,20,0,0,0,525,510.36,1.03
10/26/2017,HO,Yes,Mobility/Recovery,30,0,0,,,,
10/26/2017,NL,No,,,,,,402.9,263.21,1.53
10/26/2017,NA,Yes,Strength,30,2,60,60,12.9,268.04,0.05
10/26/2017,NA,No,,,,,,141.4,322.79,0.44
10/26/2017,AN,No,,,,,,518.6,463.39,1.12
10/26/2017,TN,Yes,Strength,60,5,300,300,128.6,196.07,0.66
10/26/2017,AN,No,,,,,,518.6,463.39,1.12
10/26/2017,AA,No,,,,,,282.1,217.5,1.3
10/26/2017,ES,No,,,,,,240.7,339.11,0.71
10/26/2017,NR,No,,,,,,525,502.5,1.04
10/26/2017,RE,Yes,Speed,50,3,150,1110,278.6,441.93,0.63
10/26/2017,RE,Yes,Strength,120,8,960,,,,
10/25/2017,TS,Yes,Skills,70,3,210,210,291.4,208.21,1.4
10/25/2017,HO,Yes,Skills,90,4,360,360,525,567.14,0.93
10/25/2017,HO,Yes,Mobility/Recovery,20,0,0,,,,
10/25/2017,ID,Yes,Skills,75,3,225,225,96.4,292.5,0.33
10/25/2017,AA,Yes,Skills,75,3,225,225,282.1,249.29,1.13
10/25/2017,LH,Yes,Skills,90,4,360,450,442.1,573.79,0.77
10/25/2017,LH,Yes,Mobility/Recovery,45,2,90,,,,
10/25/2017,NE,Yes,Skills,90,4,360,360,475.7,465.54,1.02
10/25/2017,TN,Yes,Conditioning,30,5,150,150,107.1,185.36,0.58
10/25/2017,NR,Yes,Skills,75,4,300,300,525,547.5,0.96
10/25/2017,AN,Yes,Skills,90,3,270,270,530,513.75,1.03
10/25/2017,ES,Yes,Skills,75,3,225,225,240.7,339.11,0.71
10/25/2017,ES,Yes,Mobility/Recovery,30,0,0,,,,
10/25/2017,NA,No,,,,,,4.3,313.04,0.01
10/25/2017,NL,Yes,Skills,60,2,120,120,402.9,282.5,1.43
10/25/2017,MW,Yes,Skills,60,3,180,180,425,433.57,0.98
10/25/2017,IP,Yes,Skills,90,4,360,360,202.1,357.5,0.57
10/25/2017,NA,Yes,Skills,80,4,320,335,154.3,360.29,0.43
10/25/2017,NA,Yes,Mobility/Recovery,30,0.5,15,,,,
10/25/2017,RE,Yes,Mobility/Recovery,60,2,120,120,289.3,434.79,0.67
10/25/2017,TM,No,,,,,,150,94,1.6
10/24/2017,RE,Yes,Conditioning,60,7,420,1140,630.7,517.46,1.22
10/24/2017,RE,Yes,Strength,120,6,720,,,,
10/24/2017,IP,Yes,Skills,90,2,180,315,287.9,380,0.76
10/24/2017,IP,Yes,Strength,45,3,135,,,,
10/24/2017,ID,Yes,Skills,90,3,270,450,64.3,310.18,0.21
10/24/2017,ID,Yes,Strength,60,3,180,,,,
10/24/2017,NA,Yes,Skills,90,3,270,385,252.1,376.71,0.67
10/24/2017,NA,Yes,Strength,25,3,75,,,,
10/24/2017,NA,Yes,Mobility/Recovery,40,1,40,,,,
10/24/2017,HO,Yes,Skills,90,3,270,450,623.6,591.43,1.05
10/24/2017,HO,Yes,Strength,45,4,180,,,,
10/24/2017,HO,Yes,Mobility/Recovery,15,0,0,,,,
10/24/2017,TM,Yes,Strength,90,5,450,450,150,94,1.6
10/24/2017,NE,Yes,Skills,90,3,270,450,574.3,485.89,1.18
10/24/2017,NE,Yes,Strength,60,3,180,,,,
10/24/2017,TN,Yes,Strength,60,5,300,300,150,190.71,0.79
10/24/2017,ES,Yes,Skills,120,3,360,540,365,351.61,1.04
10/24/2017,ES,Yes,Strength,60,3,180,,,,
10/24/2017,ES,Yes,Mobility/Recovery,30,0,0,,,,
10/24/2017,NR,Yes,Skills,90,3,270,495,619.3,575.36,1.08
10/24/2017,NR,Yes,Strength,45,5,225,,,,
10/24/2017,NA,No,,,,,,4.3,340.89,0.01
10/24/2017,AN,Yes,Skills,120,3,360,540,650,539.46,1.2
10/24/2017,AN,Yes,Strength,60,3,180,,,,
10/24/2017,TS,Yes,Skills,90,3,270,390,261.4,200.71,1.3
10/24/2017,TS,Yes,Strength,40,3,120,,,,
10/24/2017,LH,Yes,Speed,35,3,105,610,504.3,597.36,0.84
10/24/2017,LH,Yes,Skills,70,3,210,,,,
10/24/2017,LH,Yes,Strength,75,3,225,,,,
10/24/2017,LH,Yes,Mobility/Recovery,35,2,70,,,,
10/24/2017,NL,Yes,Skills,90,2,180,220,458.6,298.57,1.54
10/24/2017,NL,Yes,Strength,40,1,40,,,,
10/23/2017,NA,Yes,Mobility/Recovery,30,2,60,60,197.1,362.96,0.54
10/23/2017,MW,Yes,Mobility/Recovery,30,0.5,15,15,399.3,477.68,0.84
10/23/2017,HO,Yes,Mobility/Recovery,60,0,0,0,602.1,579.64,1.04
10/23/2017,ES,No,,,,,,343.6,356.96,0.96
10/23/2017,AN,Yes,Mobility/Recovery,45,1,45,45,607.1,523.93,1.16
10/23/2017,AA,No,,,,,,365.7,241.25,1.52
10/23/2017,RE,Yes,Speed,40,3,120,840,476.4,482.11,0.99
10/23/2017,RE,Yes,Strength,120,6,720,,,,
10/23/2017,TM,Yes,Speed,30,5,150,600,85.7,78.71,1.09
10/23/2017,TM,Yes,Strength,90,5,450,,,,
10/23/2017,TN,Yes,Conditioning,30,5,150,150,128.6,180,0.71
10/23/2017,NA,Yes,Strength,30,1,30,30,4.3,341.96,0.01
10/23/2017,NR,No,,,,,,567.9,567.86,1
10/23/2017,TS,No,,,,,,34.3,140,0.24
10/23/2017,LH,Yes,Mobility/Recovery,40,2,80,80,458.6,592.71,0.77
10/23/2017,NL,No,,,,,,461.4,291.43,1.58
10/22/2017,NL,Yes,Skills,60,9,540,850,340,282.5,1.2
10/22/2017,NL,Yes,Conditioning,40,7,280,,,,
10/22/2017,NL,Yes,Mobility/Recovery,60,0.5,30,,,,
10/22/2017,ES,Yes,Conditioning,30,8,240,270,343.6,370.36,0.93
10/22/2017,ES,Yes,Mobility/Recovery,60,0.5,30,,,,
10/22/2017,MW,Yes,Skills,120,9,1080,1800,397.1,514.64,0.77
10/22/2017,MW,Yes,Strength,90,8,720,,,,
10/22/2017,AA,Yes,Skills,90,5,450,1000,365.7,262.68,1.39
10/22/2017,AA,Yes,Strength,110,5,550,,,,
10/22/2017,TN,No,,,,,,175.7,187.5,0.94
10/22/2017,RE,No,,,,,,314.3,432.11,0.73
10/22/2017,HO,Yes,Conditioning,90,10,900,1620,602.1,616.79,0.98
10/22/2017,HO,Yes,Strength,90,7,630,,,,
10/22/2017,HO,Yes,Skills,30,3,90,,,,
10/22/2017,HO,Yes,Mobility/Recovery,20,0,0,,,,
10/22/2017,NA,No,,,,,,,360.18,
10/22/2017,NE,Yes,Conditioning,120,9,1080,1530,552.9,497.32,1.11
10/22/2017,NE,Yes,Strength,90,5,450,,,,
10/22/2017,NR,Yes,Conditioning,120,10,1200,1830,567.9,600,0.95
10/22/2017,NR,Yes,Strength,90,7,630,,,,
10/22/2017,NL,Yes,Conditioning,40,7,280,850,461.4,312.86,1.47
10/22/2017,NL,Yes,Skills,60,9,540,,,,
10/22/2017,NL,Yes,Mobility/Recovery,60,0.5,30,,,,
10/22/2017,AN,Yes,Conditioning,30,9,270,1800,600.7,563.04,1.07
10/22/2017,AN,Yes,Skills,90,10,900,,,,
10/22/2017,AN,Yes,Strength,90,7,630,,,,
10/22/2017,IP,Yes,Conditioning,40,5,200,740,268.6,403.57,0.67
10/22/2017,IP,Yes,Skills,60,9,540,,,,
10/22/2017,NA,Yes,Skills,30,2,60,210,188.6,386.54,0.49
10/22/2017,NA,Yes,Strength,35,3,105,,,,
10/22/2017,NA,Yes,Mobility/Recovery,45,1,45,,,,
10/22/2017,TS,Yes,Conditioning,30,9,270,1440,240,217.14,1.11
10/22/2017,TS,Yes,Skills,90,8,720,,,,
10/22/2017,TS,Yes,Strength,90,5,450,,,,
10/22/2017,LH,Yes,Speed,35,3,105,830,447.1,598.43,0.75
10/22/2017,LH,Yes,Skills,20,3,60,,,,
10/22/2017,LH,Yes,Conditioning,35,7,245,,,,
10/22/2017,LH,Yes,Strength,70,6,420,,,,
10/21/2017,MW,Yes,Speed,30,3,90,980,140,450.36,0.31
10/21/2017,MW,Yes,Skills,90,6,540,,,,
10/21/2017,MW,Yes,Strength,70,5,350,,,,
10/21/2017,LH,Yes,Speed,35,3,105,1125,354.3,609.29,0.58
10/21/2017,LH,Yes,Skills,60,5,300,,,,
10/21/2017,LH,Yes,Strength,90,7,630,,,,
10/21/2017,LH,Yes,Mobility/Recovery,30,3,90,,,,
10/21/2017,HO,Yes,Speed,45,5,225,1245,396.4,591.79,0.67
10/21/2017,HO,Yes,Conditioning,30,9,270,,,,
10/21/2017,HO,Yes,Skills,60,5,300,,,,
10/21/2017,HO,Yes,Mobility/Recovery,30,0,0,,,,
10/21/2017,HO,Yes,Strength,90,5,450,,,,
10/21/2017,ES,Yes,Conditioning,5,7,35,650,148.6,366.61,0.41
10/21/2017,ES,Yes,Skills,75,4,300,,,,
10/21/2017,ES,Yes,Strength,75,4,300,,,,
10/21/2017,ES,Yes,Mobility/Recovery,30,0.5,15,,,,
10/21/2017,NE,Yes,Speed,30,3,90,990,353.6,474.82,0.74
10/21/2017,NE,Yes,Skills,90,5,450,,,,
10/21/2017,NE,Yes,Strength,90,5,450,,,,
10/21/2017,RE,No,,,,,,440,472.29,0.93
10/21/2017,TM,No,,,,,,,57.29,
10/21/2017,TN,No,,,,,,218.6,187.5,1.17
10/21/2017,AN,Yes,Speed,45,3,135,975,412.1,537.14,0.77
10/21/2017,AN,Yes,Skills,90,6,540,,,,
10/21/2017,AN,Yes,Strength,75,4,300,,,,
10/21/2017,NR,Yes,Skills,30,4,120,1050,332.1,572.14,0.58
10/21/2017,NR,Yes,Conditioning,45,9,405,,,,
10/21/2017,NR,Yes,Strength,75,5,375,,,,
10/21/2017,NR,Yes,Speed,30,5,150,,,,
10/21/2017,AA,Yes,Speed,15,4,60,750,267.9,255.89,1.05
10/21/2017,AA,Yes,Conditioning,60,4,240,,,,
10/21/2017,AA,Yes,Strength,90,5,450,,,,
10/21/2017,NL,Yes,Skills,120,5,600,780,230,266.07,0.86
10/21/2017,NL,Yes,Strength,60,3,180,,,,
10/20/2017,AA,No,,,,,,160.7,229.11,0.7
10/20/2017,HO,Yes,Mobility/Recovery,60,0,0,0,220.7,547.32,0.4
10/20/2017,AN,Yes,Mobility/Recovery,40,2,80,80,272.9,502.32,0.54
10/20/2017,TN,Yes,Conditioning,30,5,150,150,218.6,193.93,1.13
10/20/2017,RE,Yes,Conditioning,45,5,225,1065,592.1,510.32,1.16
10/20/2017,RE,Yes,Strength,120,7,840,,,,
10/20/2017,ES,No,,,,,,55.7,351.43,0.16
10/20/2017,NA,Yes,Mobility/Recovery,30,3,90,90,184.3,416,0.44
10/20/2017,LH,No,,,,,,227.9,569.11,0.4
10/20/2017,NR,No,,,,,,182.1,534.64,0.34
10/20/2017,NA,No,,,,,,25.7,386.96,0.07
10/20/2017,NL,No,,,,,,118.6,238.21,0.5
10/19/2017,RE,Yes,Conditioning,50,9,450,1370,440,472.29,0.93
10/19/2017,RE,Yes,Strength,120,7,840,,,,
10/19/2017,RE,Yes,Mobility/Recovery,40,2,80,,,,
10/19/2017,IP,Yes,Skills,90,4,360,960,182.1,409.29,0.44
10/19/2017,IP,Yes,Strength,120,5,600,,,,
10/19/2017,NA,Yes,Skills,90,4,360,1020,171.4,412.79,0.42
10/19/2017,NA,Yes,Strength,110,6,660,,,,
10/19/2017,ES,Yes,Skills,120,4,480,1095,233.6,390.54,0.6
10/19/2017,ES,Yes,Strength,120,5,600,,,,
10/19/2017,ES,Yes,Mobility/Recovery,30,0.5,15,,,,
10/19/2017,HO,Yes,Skills,90,5,450,1050,220.7,547.32,0.4
10/19/2017,HO,Yes,Strength,120,5,600,,,,
10/19/2017,HO,Yes,Mobility/Recovery,15,0,0,,,,
10/19/2017,TN,Yes,Strength,60,5,300,450,240,188.57,1.27
10/19/2017,TN,Yes,Conditioning,30,5,150,,,,
10/19/2017,NA,No,,,,,,25.7,386.96,0.07
10/19/2017,NR,Yes,Skills,90,4,360,960,182.1,534.64,0.34
10/19/2017,NR,Yes,Strength,100,6,600,,,,
10/19/2017,AN,Yes,Skills,120,4,480,1110,261.4,499.46,0.52
10/19/2017,AN,Yes,Strength,90,7,630,,,,
10/19/2017,NE,Yes,Skills,90,5,450,1050,212.1,439.46,0.48
10/19/2017,NE,Yes,Strength,120,5,600,,,,
10/19/2017,LH,Yes,Speed,35,3,105,885,227.9,569.11,0.4
10/19/2017,LH,Yes,Skills,60,4,240,,,,
10/19/2017,LH,Yes,Mobility/Recovery,30,3,90,,,,
10/19/2017,LH,Yes,Strength,90,5,450,,,,
10/19/2017,AA,Yes,Skills,60,3,180,630,160.7,229.11,0.7
10/19/2017,AA,Yes,Strength,90,5,450,,,,
10/19/2017,NL,Yes,Skills,110,3,330,510,118.6,238.21,0.5
10/19/2017,NL,Yes,Strength,60,3,180,,,,
10/18/2017,IP,Yes,Skills,60,3,180,180,45,416.07,0.11
10/18/2017,AN,Yes,Skills,60,4,240,240,102.9,512.86,0.2
10/18/2017,RE,Yes,Mobility/Recovery,60,1,60,60,355.7,445.11,0.8
10/18/2017,ID,Yes,Skills,60,7,420,420,212.1,361.25,0.59
10/18/2017,HO,Yes,Skills,60,5,300,300,267.9,571.43,0.47
10/18/2017,HO,Yes,Mobility/Recovery,60,0,0,,,,
10/18/2017,ES,Yes,Skills,60,6,360,390,175.7,370.71,0.47
10/18/2017,ES,Yes,Mobility/Recovery,30,1,30,,,,
10/18/2017,NA,No,,,,,,180,427.32,0.42
10/18/2017,TN,Yes,Conditioning,30,5,150,150,175.7,172.5,1.02
10/18/2017,LH,Yes,Skills,50,4,200,290,293.6,581.07,0.51
10/18/2017,LH,Yes,Mobility/Recovery,30,3,90,,,,
10/18/2017,NR,Yes,Skills,45,3,135,135,252.9,526.61,0.48
10/18/2017,AA,Yes,Skills,60,3,180,180,70.7,245.18,0.29
10/18/2017,TS,Yes,Conditioning,80,3,240,240,182.9,165.71,1.1
10/18/2017,NL,Yes,Conditioning,60,4,240,240,121.4,225.36,0.54
10/18/2017,NE,Yes,Skills,60,5,300,300,180,439.46,0.41
10/17/2017,TN,Yes,Strength,60,5,300,480,197.1,180.54,1.09
10/17/2017,TN,Yes,Speed,45,4,180,,,,
10/17/2017,RE,Yes,Strength,120,6,720,770,496.4,478.32,1.04
10/17/2017,RE,Yes,Mobility/Recovery,50,1,50,,,,
10/17/2017,NA,No,,,,,,278.6,451.43,0.62
10/17/2017,ES,No,,,,,,181.4,392.14,0.46
10/16/2017,HO,Yes,Speed,45,4,180,180,375.7,602.5,0.62
10/16/2017,AN,Yes,Speed,60,4,240,480,138.6,545,0.25
10/16/2017,AN,Yes,Strength,60,4,240,,,,
10/16/2017,TN,Yes,Strength,60,5,300,300,150,163.39,0.92
10/16/2017,NA,Yes,Speed,45,4,180,180,254.3,466.36,0.55
10/16/2017,LH,Yes,Strength,45,4,180,180,476.4,646.43,0.74
10/16/2017,ID,Yes,Speed,30,0.5,15,15,282.9,378.75,0.75
10/16/2017,ES,No,,,,,,322.9,420,0.77
10/16/2017,AA,Yes,Speed,45,3,135,315,83.6,245.18,0.34
10/16/2017,AA,Yes,Strength,60,3,180,,,,
10/16/2017,NE,Yes,Speed,45,3,135,135,255,464.11,0.55
10/16/2017,IP,Yes,Speed,45,3,135,135,152.1,439.64,0.35
10/16/2017,NL,Yes,Speed,40,2,80,80,168.6,238.39,0.71
10/16/2017,RE,Yes,Conditioning,50,5,250,880,443.6,459.04,0.97
10/16/2017,RE,Yes,Strength,120,5,600,,,,
10/16/2017,RE,Yes,Mobility/Recovery,30,1,30,,,,
10/16/2017,NA,Yes,Speed,60,3,180,180,309.3,455.36,0.68
10/16/2017,NR,Yes,Speed,45,4,180,180,411.4,560.89,0.73
10/15/2017,ID,No,,,,,,353.6,390.36,0.91
10/15/2017,RE,No,,,,,,254.7,415.29,0.61
10/15/2017,NL,No,,,,,,157.1,235.54,0.67
10/15/2017,NA,No,,,,,,361.4,485.64,0.74
10/15/2017,HO,Yes,Mobility/Recovery,30,0.5,15,15,490,629.29,0.78
10/15/2017,NA,No,,,,,,403.6,474.64,0.85
10/15/2017,NR,No,,,,,,514.3,578.04,0.89
10/15/2017,TN,No,,,,,,150,163.39,0.92
10/15/2017,LH,Yes,Speed,60,4,240,240,555.7,656.25,0.85
10/15/2017,ES,No,,,,,,322.9,443.57,0.73
10/14/2017,NA,No,,,,,,562.1,496.61,1.13
10/14/2017,HO,No,,,,,,657.1,659.29,1
10/14/2017,RE,No,,,,,,401.1,443.14,0.91
10/14/2017,LH,No,,,,,,762.9,685.18,1.11
10/14/2017,NR,No,,,,,,660,618.21,1.07
10/14/2017,TM,No,,,,,,145.7,91.04,1.6
10/14/2017,TN,Yes,Strength,60,5,300,300,233.6,163.39,1.43
10/14/2017,ID,No,,,,,,480,417.68,1.15
10/14/2017,NL,No,,,,,,225.7,235.54,0.96
10/14/2017,ES,Yes,Conditioning,30,5,150,150,425.7,499.29,0.85
10/14/2017,NA,No,,,,,,361.4,522.61,0.69
10/14/2017,TS,No,,,,,,190,189.29,1
10/13/2017,RE,Yes,Conditioning,45,4,180,780,512.6,471,1.09
10/13/2017,RE,Yes,Skills,80,0,0,,,,
10/13/2017,RE,Yes,Strength,120,5,600,,,,
10/13/2017,ID,Yes,Speed,45,6,270,1050,480,417.68,1.15
10/13/2017,ID,Yes,Conditioning,60,8,480,,,,
10/13/2017,ID,Yes,Strength,75,4,300,,,,
10/13/2017,ES,Yes,Strength,90,5,450,690,455.7,493.93,0.92
10/13/2017,ES,Yes,Conditioning,30,5,150,,,,
10/13/2017,ES,Yes,Skills,30,3,90,,,,
10/13/2017,NL,Yes,Conditioning,70,5,350,530,225.7,235.54,0.96
10/13/2017,NL,Yes,Strength,60,3,180,,,,
10/13/2017,TN,No,,,,,,190.7,152.68,1.25
10/13/2017,NA,Yes,Speed,60,3,180,1080,562.1,496.61,1.13
10/13/2017,NA,Yes,Skills,90,5,450,,,,
10/13/2017,NA,Yes,Strength,90,5,450,,,,
10/13/2017,LH,Yes,Speed,40,4,160,1345,762.9,685.18,1.11
10/13/2017,LH,Yes,Conditioning,30,6,180,,,,
10/13/2017,LH,Yes,Skills,75,5,375,,,,
10/13/2017,LH,Yes,Strength,90,7,630,,,,
10/13/2017,NE,Yes,Speed,45,3,135,825,467.1,510.18,0.92
10/13/2017,NE,Yes,Skills,60,7,420,,,,
10/13/2017,NE,Yes,Strength,90,3,270,,,,
10/13/2017,NR,Yes,Speed,45,5,225,1455,660,618.21,1.07
10/13/2017,NR,Yes,Conditioning,75,8,600,,,,
10/13/2017,NR,Yes,Strength,90,7,630,,,,
10/13/2017,AN,No,,,,,,380.7,581.43,0.65
10/13/2017,NA,Yes,Speed,45,6,270,1290,361.4,522.61,0.69
10/13/2017,NA,Yes,Conditioning,60,8,480,,,,
10/13/2017,NA,Yes,Strength,90,6,540,,,,
10/13/2017,HO,Yes,Speed,50,6,300,1380,657.1,660.36,1
10/13/2017,HO,Yes,Skills,30,3,90,,,,
10/13/2017,HO,Yes,Conditioning,60,9,540,,,,
10/13/2017,HO,Yes,Strength,90,5,450,,,,
10/13/2017,TS,Yes,Speed,50,4,200,1040,338.6,226.43,1.5
10/13/2017,TS,Yes,Conditioning,90,8,720,,,,
10/13/2017,TS,Yes,Strength,40,3,120,,,,
10/12/2017,IP,Yes,Speed,30,3,90,810,353.6,480.36,0.74
10/12/2017,IP,Yes,Skills,90,3,270,,,,
10/12/2017,IP,Yes,Strength,90,5,450,,,,
10/12/2017,LH,Yes,Skills,75,3,225,970,611.4,637.14,0.96
10/12/2017,LH,Yes,Strength,120,6,720,,,,
10/12/2017,LH,Yes,Mobility/Recovery,25,1,25,,,,
10/12/2017,HO,Yes,Speed,30,3,90,890,460,611.86,0.75
10/12/2017,HO,Yes,Skills,90,5,450,,,,
10/12/2017,HO,Yes,Strength,70,5,350,,,,
10/12/2017,HO,Yes,Mobility/Recovery,30,0,0,,,,
10/12/2017,RE,Yes,Conditioning,50,8,400,1045,401.1,443.14,0.91
10/12/2017,RE,Yes,Skills,90,0.5,45,,,,
10/12/2017,RE,Yes,Strength,80,6,480,,,,
10/12/2017,RE,Yes,Mobility/Recovery,120,1,120,,,,
10/12/2017,ID,Yes,Speed,45,3,135,735,330,380.18,0.87
10/12/2017,ID,Yes,Skills,90,4,360,,,,
10/12/2017,ID,Yes,Strength,60,4,240,,,,
10/12/2017,AN,Yes,Speed,60,3,180,270,380.7,581.43,0.65
10/12/2017,AN,Yes,Skills,30,3,90,,,,
10/12/2017,TN,Yes,Strength,60,5,300,300,212.1,152.68,1.39
10/12/2017,NA,Yes,Speed,60,3,180,690,407.9,464.82,0.88
10/12/2017,NA,Yes,Skills,90,3,270,,,,
